File,Interaction,Gender,Original_Duration,Duration,Emotion,Emotion_Id,Valence,Activation,Dominance,min_zcr,spikes_zcr,var_mel_spect,spikes_mel_spect,thpercentile25_chroma_stft,spikes_chroma_stft,mean_spec_bw,max_spec_bw,thpercentile25_rms,var_mfcc1,var_mfcc3,max_mfcc5,var_mfcc5,median_mfcc5,spikes_mfcc6,thpercentile75_mfcc7,max_mfcc7,var_mfcc8,sum_mfcc10,max_mfcc10,thpercentile75_mfcc11,max_mfcc11,sum_mfcc12,kurtosis_mfcc12,mean_mfcc13,mean_mfcc15,spikes_mfcc16,kurtosis_mfcc17,mean_mfcc17,kurtosis_mfcc18,spikes_mfcc19,mean_mfcc19,mean_mfcc20
Ses01F_impro02_F002,improvised,Female,5.7235,5.44,sad,2,2.0000,1.5000,1.5000,0.0107421875,0.23976608187134502,0.005183455068618059,0.0537280701754386,0.001065369742573239,0.4824561403508772,1311.8277194781276,2515.6984372387233,0.0004904863220872357,4302.017578125,696.8386840820312,18.896114349365234,98.03299713134766,1.886164665222168,0.7251461988304093,-49.928070068359375,10.495071411132812,57.592960357666016,634.5252075195312,30.425189971923828,-24.374055862426758,15.695976257324219,646.5150146484375,2.167226656641313,1.6451383829116821,-3.120422124862671,0.49707602339181284,0.7152799152860267,0.7159122228622437,1.3871035036834938,0.5614035087719298,0.6928810477256775,-0.7569080591201782
Ses01F_impro02_F003,improvised,Female,5.6525,5.568,neutral,3,2.0000,2.0000,2.0000,0.0107421875,0.32571428571428573,0.0038980902172625065,0.06482142857142857,0.0031127654493320737,0.4780952380952381,1393.4222420384233,2531.04636908846,0.0004879363122745417,4984.814453125,856.0010986328125,19.78524398803711,75.497802734375,3.560943126678467,0.6685714285714286,-41.1362109375,12.22463607788086,101.08550262451172,343.6944580078125,21.14342498779297,-23.46603006362915,33.03623962402344,611.546630859375,1.5050771473061761,0.8725876212120056,-4.253786087036133,0.4857142857142857,2.519285532767209,-0.15795868635177612,-0.44254544992823863,0.52,1.3549892902374268,0.20099219679832458
Ses01F_impro02_F004,improvised,Female,5.7699375,5.728,sad,2,2.5000,2.0000,2.5000,0.01904296875,0.29444444444444445,0.004182826727628708,0.04114583333333333,0.003082577147288248,0.4861111111111111,1354.3743551097843,2360.253939824231,0.0004825756307400297,3161.009033203125,294.1170959472656,23.15155029296875,71.9239501953125,-1.5024731159210205,0.6611111111111111,-66.35349159240722,8.862910270690918,107.25868225097656,603.5787963867188,20.4904842376709,-27.135345964431764,20.149974822998047,311.6754150390625,1.6526928432706995,3.2007055282592773,-2.537301540374756,0.4888888888888889,1.3908138564048969,1.4393157958984375,1.3771746589305334,0.5277777777777778,0.07071319222450256,-0.23394639790058136
Ses01F_impro02_F005,improvised,Female,2.56,1.504,sad,2,2.0000,2.0000,2.5000,0.02099609375,0.4583333333333333,0.04601478949189186,0.05859375,0.002101919148117304,0.46875,1341.088081634771,2121.1287759559796,0.0005274534451018553,8138.00537109375,726.9651489257812,13.374364852905273,298.4148254394531,1.5385630130767822,0.3958333333333333,-64.6212980079651,11.555583953857422,84.75448608398438,34.39680099487305,22.991680145263672,-25.144144024848938,11.019721984863281,-86.16476440429688,-0.24825777635307178,-0.2656547725200653,-3.244067907333374,0.625,-0.19986252316091013,2.718857526779175,0.8550871874223511,0.6041666666666666,-2.6195828914642334,1.479020595550537
Ses01F_impro02_F006,improvised,Female,4.215,2.08,neutral,3,2.5000,2.5000,2.5000,0.02978515625,0.42424242424242425,0.06736835837364197,0.08049242424242424,0.0014899041713215412,0.3383838383838384,1294.2112710893682,2545.238214292787,0.0007430440869939048,3837.0390625,680.0712890625,38.878990173339844,274.8763427734375,-1.9882030487060547,0.45454545454545453,-61.660818576812744,11.81266975402832,230.83848571777344,-421.1642150878906,19.514591217041016,-34.54412808418274,17.772323608398438,-98.07921600341797,-0.5925420957362624,1.5113999843597412,-7.422035217285156,0.5151515151515151,-0.4793668088648637,-4.793818950653076,-0.009219846071077065,0.3787878787878788,-1.4283266067504883,-3.9603841304779053
Ses01F_impro02_F008,improvised,Female,3.8868125,3.8868125,sad,2,1.5000,2.0000,1.5000,0.02587890625,0.20491803278688525,0.0009382585994899273,0.06839139344262295,0.007055229985853657,0.4726775956284153,1451.7446107452645,2196.8642448195624,0.00044918686413438993,5189.20947265625,745.4105834960938,12.92238998413086,228.8673858642578,-7.805980682373047,0.5245901639344263,-61.07786967277527,0.7146979570388794,198.2344207763672,796.6100463867188,28.79071044921875,-29.915794253349304,19.02346420288086,784.8868408203125,1.9473069603227309,-2.698502540588379,-3.859602689743042,0.5163934426229508,0.21834304385360337,-0.48028895258903503,2.5007336379536795,0.4918032786885246,0.6937293410301208,-0.352091908454895
Ses01F_impro02_F010,improvised,Female,4.25,4.25,sad,2,2.0000,1.5000,2.0000,0.02392578125,0.2556390977443609,0.00019989203428849578,0.06203007518796992,0.008437376446090638,0.4705513784461153,1515.4741696718243,2499.679879712862,0.000471190488897264,4873.0224609375,454.24456787109375,11.251829147338867,34.11714172363281,-8.707990646362305,0.6616541353383458,-80.60322624206543,0.8208153247833252,81.17282104492188,1231.67529296875,34.37598419189453,-37.2471720123291,12.6067533493042,1110.06884765625,4.137698965324858,-2.5098812580108643,-4.3480072021484375,0.39097744360902253,1.2974150085365759,-1.3472208976745605,0.16942907585201716,0.5263157894736842,0.8613063097000122,-2.780771493911743
Ses01F_impro02_F012,improvised,Female,3.0305,3.008,sad,2,3.5000,2.0000,1.5000,0.021484375,0.2631578947368421,0.003544185310602188,0.04572368421052632,0.0006120556696259883,0.4885964912280702,1401.009099545371,2056.996204731653,0.0004075862675381359,3396.904052734375,281.2389221191406,4.488464832305908,137.62466430664062,-4.136263370513916,0.5368421052631579,-48.23286167144775,12.809537887573242,139.7643280029297,428.95928955078125,18.50311279296875,-35.92307598114014,18.104246139526367,379.6502380371094,3.386243704016593,0.9595295190811157,-2.5119690895080566,0.5263157894736842,1.086338627563106,-0.24353386461734772,-0.17388922153362518,0.47368421052631576,0.03677996248006821,-1.8141716718673706
Ses01F_impro02_F013,improvised,Female,6.1254375,1.376,sad,2,1.5000,2.0000,2.0000,0.02294921875,0.29545454545454547,0.27708113193511963,0.08948863636363637,0.0009039360679162201,0.3333333333333333,1249.602391976807,2369.2746460203175,0.0008648129139328376,3726.559326171875,1458.48974609375,32.408538818359375,310.4768371582031,-9.058706283569336,0.4090909090909091,-68.42366264343262,6.493863105773926,260.5314025878906,-501.12969970703125,10.287278175354004,-29.846858825683594,11.635162353515625,-56.43104934692383,-0.019257132640443153,-4.690486431121826,-5.354976177215576,0.45454545454545453,-0.6978150748494305,-0.9568989276885986,-0.7565049999090108,0.5454545454545454,-1.085778832435608,-6.051514148712158
Ses01F_impro02_F014,improvised,Female,7.4,7.136,sad,2,1.5000,2.0000,2.0000,0.03173828125,0.21875,0.00832240842282772,0.048549107142857144,0.001288709280488547,0.48660714285714285,1490.5257047668026,2576.5548767490286,0.0005043087436934001,4798.1318359375,718.3901977539062,21.943279266357422,157.54296875,-0.14723403751850128,0.6830357142857143,-69.9104656791687,9.556997299194336,139.6089324951172,353.04876708984375,33.482444763183594,-31.22716129779816,14.250783920288086,942.52734375,0.34685401645985126,0.7056195139884949,-4.488723278045654,0.39285714285714285,2.0021050144892136,-1.5738707780838013,0.4248368111567964,0.5580357142857143,-0.39129987359046936,-0.06180228665471077
Ses01F_impro02_F015,improvised,Female,3.587875,2.944,sad,2,2.0000,2.5000,2.5000,0.03466796875,0.3118279569892473,0.00824640691280365,0.05577956989247312,0.0022842850128654392,0.5089605734767025,1419.518050488033,2244.9822901228163,0.000499415128142573,6131.5556640625,664.3408813476562,21.927837371826172,139.93243408203125,-2.101195812225342,0.5591397849462365,-70.50503807067871,14.931522369384766,139.90408325195312,339.8531188964844,28.73485565185547,-42.69946731567383,10.727163314819336,164.81178283691406,0.5874663992015452,0.9186240434646606,-4.222647190093994,0.45161290322580644,0.8352492603322359,0.7695335745811462,1.5845485742427368,0.5053763440860215,0.8727896213531494,-2.3415367603302
Ses01F_impro02_F016,improvised,Female,2.1899375,2.1899375,neutral,3,2.0000,1.0000,2.5000,0.03466796875,0.30434782608695654,0.0008492356864735484,0.05344202898550725,0.013625940850470215,0.47946859903381644,1524.7261939178143,2493.381552729871,0.00041059627052163704,4336.205078125,686.7972412109375,19.752891540527344,133.69349670410156,-5.664971828460693,0.6231884057971014,-72.6353367614746,8.924068450927734,118.5342025756836,435.2242126464844,29.713619232177734,-33.08314514160156,14.047842025756836,752.4066772460938,0.10942679995779736,-1.219283938407898,-2.5813546180725098,0.4782608695652174,-0.4132922095251428,-2.579512119293213,1.4625538058928562,0.43478260869565216,0.7519745826721191,-0.09821177273988724
Ses01F_impro02_F017,improvised,Female,6.6549375,5.8869375,sad,2,3.5000,3.0000,2.5000,0.02392578125,0.40217391304347827,0.17723020911216736,0.08305027173913043,0.0008883711029193365,0.3867753623188406,1418.7027633459124,2444.0275022724395,0.0006038623159111011,7782.70361328125,1688.5804443359375,31.60397720336914,297.760498046875,0.06960094720125198,0.5869565217391305,-60.222551107406616,1.4108973741531372,262.57196044921875,-878.0892333984375,28.304645538330078,-39.426964082717895,21.193683624267578,484.09197998046875,0.08346097243754391,-1.7662984132766724,-6.048062324523926,0.483695652173913,-0.15980064231478153,0.37563663721084595,2.1969794346322686,0.4945652173913043,0.5408579111099243,-3.2701051235198975
Ses01F_impro02_F018,improvised,Female,3.05,3.05,neutral,3,2.5000,2.5000,2.5000,0.021484375,0.22916666666666666,0.0014824867248535156,0.076171875,0.004505708960350603,0.4930555555555556,1417.007059215295,2490.0771748284906,0.0005090770791866817,7157.84521484375,888.2107543945312,30.51388931274414,156.42515563964844,-3.929598331451416,0.6979166666666666,-72.6086091041565,3.6821417808532715,118.95657348632812,701.0140991210938,27.354049682617188,-33.12481541633606,11.555525779724121,403.3025817871094,2.4444734724465,0.5908682942390442,-1.6223093271255493,0.4791666666666667,0.07089585319526703,0.13883180916309357,5.626775371031037,0.5833333333333334,0.7303502559661865,-0.22682730853557587
Ses01F_impro02_F019,improvised,Female,3.059375,3.059375,sad,2,2.5000,1.5000,2.0000,0.02685546875,0.25,0.0006359612452797592,0.061848958333333336,0.002400287240743637,0.4930555555555556,1438.306754899467,2591.1993524346844,0.0003950403413909953,5318.365234375,464.2662658691406,8.84324836730957,60.21479415893555,-6.558965682983398,0.6145833333333334,-56.122272682189944,9.29404067993164,176.52442932128906,745.322265625,28.864639282226562,-31.29216260910034,12.671478271484375,628.8468017578125,1.7635901276641484,-1.1050094366073608,-4.1930389404296875,0.4479166666666667,1.2515490258359554,-0.13382838666439056,0.6608545771360053,0.6458333333333334,0.5166416764259338,0.7567678093910217
Ses01F_impro02_F020,improvised,Female,4.5299375,4.5299375,sad,2,4.0000,2.0000,2.5000,0.021484375,0.29577464788732394,0.00042875015060417354,0.06998239436619719,0.004216979262419045,0.4688967136150235,1493.7151647793328,2500.1062148420124,0.0004185437082196586,4049.2734375,536.540283203125,14.375743865966797,136.18209838867188,-5.3162641525268555,0.5140845070422535,-74.37319442749023,6.095367908477783,95.37467193603516,1374.634033203125,32.494300842285156,-23.564936456680297,15.443965911865234,777.4249877929688,0.5151561433643463,1.5122929811477661,-2.823446273803711,0.5140845070422535,0.682866704266996,-0.26121968030929565,0.4495115227915307,0.5422535211267606,1.1369601488113403,-0.2647519111633301
Ses01F_impro02_M001,improvised,Male,5.7958125,5.7958125,sad,2,2.0000,2.5000,2.5000,0.02734375,0.21428571428571427,0.001092007732950151,0.09203296703296704,0.012345961898099632,0.48122710622710624,1370.019276561079,2278.1576903528394,0.0005511404492426664,5031.556640625,331.88958740234375,21.81942367553711,206.7725830078125,-7.231391906738281,0.554945054945055,-44.561282329559326,0.5352993607521057,111.33379364013672,1623.1400146484375,35.71346664428711,-29.577852268218997,15.47079086303711,564.0330810546875,1.1696552445418567,-2.7598986625671387,-4.517025947570801,0.4945054945054945,0.3894220503725334,-1.064595103263855,0.4728149058480575,0.5659340659340659,-1.047942876815796,-0.6849991679191589
Ses01F_impro02_M005,improvised,Male,4.9499375,4.9179375,sad,2,2.0000,3.0000,1.5000,0.02294921875,0.2792207792207792,0.002944545354694128,0.12743506493506493,0.0110090810386464,0.4393939393939394,1220.6150655820175,2249.452186399726,0.0004788890920463018,6628.126953125,1336.1912841796875,11.927845001220703,153.02310180664062,-8.754165649414062,0.6363636363636364,-49.79864719390869,-0.738253116607666,104.74720764160156,419.36328125,32.52731704711914,-38.54710470199585,24.393268585205078,63.41238784790039,0.3089644868996433,-3.4890799522399902,-8.542222023010254,0.3961038961038961,-0.05240834401719807,-3.854677200317383,3.8780012029638042,0.5844155844155844,-1.864365577697754,-1.0449018478393555
Ses01F_impro02_M009,improvised,Male,3.6725,3.6725,sad,2,2.0000,1.5000,2.5000,0.03466796875,0.17391304347826086,0.000154320354340598,0.06657608695652174,0.024512258023023606,0.5079710144927536,1441.6275337966097,2339.2958744140055,0.0005398063370375894,3157.85302734375,545.835205078125,7.115945816040039,178.1260223388672,-12.427322387695312,0.2956521739130435,-52.24859252929687,9.402408599853516,65.7014389038086,1268.6064453125,40.69676208496094,-21.830929861068725,15.295722961425781,278.1101379394531,0.6624454750075173,-3.5742979049682617,-5.087573051452637,0.5652173913043478,5.186243605602906,0.5564095973968506,0.10156668213860831,0.6086956521739131,-1.1463009119033813,2.9447970390319824
Ses01F_impro02_M010,improvised,Male,4.2194375,4.2194375,sad,2,2.0000,2.0000,1.5000,0.02392578125,0.5075757575757576,4.562725007417612e-05,0.05752840909090909,0.014302870614919812,0.4962121212121212,1408.4708224186163,1985.8952780880168,0.000531519147916697,1216.28759765625,70.27174377441406,20.904258728027344,74.61276245117188,-12.975530624389648,0.5,-40.22588852882385,-2.8778233528137207,34.37354278564453,1348.8077392578125,20.844436645507812,-14.290348534584046,17.478626251220703,568.9263916015625,0.8124206820560933,-3.007990598678589,-4.102269649505615,0.5227272727272727,0.38628733936062476,-0.6228260397911072,3.749870565867824,0.5606060606060606,-0.6303876042366028,-0.4677037298679352
Ses01F_impro02_M011,improvised,Male,3.2199375,3.2199375,sad,2,2.5000,1.5000,2.5000,0.03173828125,0.4752475247524752,1.848994907049928e-05,0.0625,0.022471158718690275,0.4546204620462046,1502.0492009138989,2133.766759143276,0.0005335103196557611,521.685302734375,114.58402252197266,-4.593257427215576,32.199832916259766,-15.528186798095703,0.5742574257425742,-32.7820520401001,-3.5710906982421875,63.490379333496094,1370.54931640625,27.375274658203125,-18.630351066589355,4.521223068237305,335.2440490722656,0.9091199781767081,-3.7095744609832764,-4.056565284729004,0.5148514851485149,0.09253544697926808,1.3849387168884277,2.4082881097875406,0.5346534653465347,0.7971933484077454,2.3712687492370605
Ses01F_impro02_M012,improvised,Male,4.6800625,4.6160625,neutral,3,2.5000,2.0000,2.0000,0.0302734375,0.20689655172413793,0.0014675547135993838,0.09073275862068965,0.00691010415321216,0.46551724137931033,1401.2327227784365,2601.8216421482034,0.00046727327862754463,4007.654296875,464.0490417480469,17.644453048706055,127.51875305175781,-3.5269360542297363,0.6620689655172414,-44.721543579101564,2.271470785140991,203.76377868652344,1238.14306640625,37.52552795410156,-23.948153076171874,26.325733184814453,-50.102691650390625,0.5247546723729846,-4.8476152420043945,-7.047865867614746,0.5517241379310345,0.30967325336835216,3.359912633895874,-0.0484696899466992,0.5241379310344828,-0.12917974591255188,2.0615289211273193
Ses01F_impro02_M013,improvised,Male,4.73,4.73,sad,2,1.5000,2.0000,2.0000,0.02587890625,0.3783783783783784,0.002077794400975108,0.07538006756756757,0.015080879151355475,0.48817567567567566,1372.4637906755854,2026.58224046682,0.0005189834340126254,4730.0908203125,493.8982238769531,15.694847106933594,168.18203735351562,-5.544164657592773,0.6148648648648649,-57.992686681747436,0.6104463934898376,150.2167510986328,928.5721435546875,25.24277687072754,-17.06575912475586,24.992198944091797,243.48892211914062,3.247004030050906,-2.5258307456970215,-3.146721839904785,0.5743243243243243,5.772211253690715,1.6296489238739014,1.0669003548331952,0.581081081081081,1.4398434162139893,0.9633061289787292
Ses01F_impro02_M014,improvised,Male,4.615,4.615,sad,2,1.5000,3.0000,1.5000,0.03076171875,0.31724137931034485,0.0003601022472139448,0.08706896551724137,0.008997368412092328,0.48563218390804597,1393.4319129262797,2318.627197290229,0.000601889812387526,2631.028076171875,310.677978515625,22.444049835205078,180.82907104492188,-10.248072624206543,0.6275862068965518,-56.734365234375,-0.007120668888092041,133.52125549316406,1243.16064453125,33.40583038330078,-18.789069061279296,18.568950653076172,719.295166015625,-0.11903010805915004,-3.4047534465789795,-8.148722648620605,0.5379310344827586,-0.5144155339147409,-0.10231973230838776,-0.29087834748837826,0.5586206896551724,-0.6500497460365295,2.001142740249634
Ses01F_impro02_M015,improvised,Male,1.25,1.25,neutral,3,3.0000,3.0000,1.5000,0.0224609375,0.45,0.006428566761314869,0.0671875,0.009346281159669161,0.46041666666666664,1473.2842609799404,1999.587889125708,0.0009495806561608333,3586.989501953125,358.375,26.063678741455078,91.5923843383789,-9.961684226989746,0.525,-49.389579410552976,-3.529336929321289,222.8332977294922,453.80621337890625,24.78978157043457,-9.59473518371582,18.76608657836914,308.60430908203125,-0.9098732666288867,-6.985980033874512,-4.518648147583008,0.5,0.9112210763986588,-0.9676596522331238,-0.7099226081631169,0.55,0.023099254816770554,-5.105985164642334
Ses01F_impro03_F000,improvised,Female,2.86,2.252,happy,1,4.3333,2.6667,2.6667,0.029296875,0.5492957746478874,0.5189006328582764,0.11267605633802817,0.0031140613311436026,0.3779342723004695,1237.2908811597215,2280.8250176145443,0.0020848292275331914,8495.35546875,1318.1795654296875,24.36005401611328,1235.1654052734375,-21.03093147277832,0.5633802816901409,-61.75956783294678,28.392587661743164,160.42886352539062,232.74551391601562,29.074790954589844,-27.976764965057374,29.87269401550293,-848.8056030273438,-0.4641371037798785,-6.597377777099609,-5.2862725257873535,0.4507042253521127,-0.1984268178013613,-2.021925687789917,0.0557072559281786,0.4788732394366197,-4.183420181274414,-0.09899967908859253
Ses01F_impro03_F001,improvised,Female,3.4399375,2.976,happy,1,4.0000,2.6667,2.6667,0.041015625,0.43617021276595747,0.2105599194765091,0.12234042553191489,0.0024490828020498154,0.40425531914893614,1379.6863098128927,2089.256077237916,0.0007631910587952007,7354.53857421875,1601.0997314453125,14.984091758728027,576.4656982421875,-8.499465942382812,0.6382978723404256,-62.591902046203614,6.8361968994140625,180.682373046875,-615.980712890625,15.598344802856445,-32.84826349258423,39.21062469482422,-197.6822967529297,-0.6696513841416394,-3.622331380844116,-8.089263916015625,0.48936170212765956,-0.6468093135663104,-4.692859172821045,-0.0027362944745012996,0.4574468085106383,-0.6324381828308105,-2.7846808433532715
Ses01F_impro03_F002,improvised,Female,2.5699375,2.368,happy,1,4.3333,3.0000,2.3333,0.017578125,0.48,16.939563751220703,0.1175,0.0006368632579687983,0.3333333333333333,1235.0802126478059,1749.484003316723,0.0016932886053109542,13424.5126953125,2001.24462890625,37.14427947998047,1522.73291015625,-15.451723098754883,0.52,-70.23817012786866,9.363092422485352,364.3215637207031,-706.592041015625,29.623422622680664,-38.282476921081546,28.33333969116211,-349.2921447753906,-0.7601751005733939,-9.0391845703125,-15.352706909179688,0.37333333333333335,0.9619417342281151,-6.652600288391113,0.2783187526993287,0.4666666666666667,0.3850216567516327,-4.160924911499023
Ses01F_impro03_F004,improvised,Female,3.7699375,3.584,happy,1,4.6667,3.6667,2.3333,0.0224609375,0.5132743362831859,22.544225692749023,0.11393805309734513,0.0005326062571839429,0.33775811209439527,1243.3915597204855,2186.8345614546065,0.0039769141748547555,7052.35986328125,1490.2384033203125,32.390472412109375,562.7214965820312,-18.517459869384766,0.504424778761062,-72.30038482666015,2.081265449523926,205.5475311279297,-1234.569091796875,32.15879821777344,-42.17094955444336,25.5645751953125,-211.6758575439453,-0.8105721341070402,-16.896425247192383,-11.449158668518066,0.4778761061946903,-0.6877582695978108,1.3539979457855225,-0.06931037679600083,0.49557522123893805,-3.1770899295806885,-3.512653112411499
